"","ResponseId","Open_1","Open_2","Open_3","Condition","p_ability","p_entity","p_pity","p_self_worth","p_grades","p_social","l_effort","l_strategy","l_help","l_mastery","l_interest","l_failure_good","o_ask_child","sum_performance","sum_learning"
"77",75,"Wow! Maybe you didn't study enough for this test. Just because you think it will be fine doesn't mean you don't need to put forth all of your effort into studying. From now on lets take test more seriously. You can always come to me for help. Tomorrow I would like you to ask your teacher if you can do anything to bring your grade up. Lets go over your test tonight so I can help you understand the things you are confused about. You are a smart hard working kid don't let this get you down.","I would think they my child got to complacent and can do much better than that. They might just need some help.","I would feel like this is a good learning lesson for my child.","Enhancing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78",76,"This is what I would say ""It's so disappointing to get a bad grade when you studied for the test! When you're ready, let's go through the test together to see where we can learn from the questions you got wrong. Maybe there was one particular thing that tripped you up, and you got each one wrong on the test. If you understand that concept for next time, you might find that you ace the test.""
Then I would follow through with that plan, but I would make sure to acknowledge their feelings a lot first. So first we would talk about their feelings, then we would look through the test to see if there was a pattern to what they got wrong. ","I would think that they weren't as confident as they thought. They thought that they understood the material pretty well, but they were obviously wrong. I wouldn't be mad if they genuinely tried. I also wouldn't want to act like it was the end of the world if they got one bad grade.","I would feel a little disappointed, but if I knew they really tried and studied then I would get over it. I would also feel like I need to make sure they are prepared (if we're talking about a younger child). I would think that maybe I need to be a little more involved with their studies.","Enhancing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79",77,"Sweetie I understand how hard it is to fail at something you worked hard for, Next time you have a test let's study together.","I would think that she needs to study and retain her information differently. ","I would be more determined to help my kid retain information ","Debilitating",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80",78,"I remember you saying that some of the questions on the test were confusing. Why don’t we set up a meeting with your teacher to see if we can go over these answers. I’ll also find a tutor for you, if you’d like. You’re so smart- let’s find out what happened on this test. ","I would think that the test was confusing for my child. They’re normally good at math and make As and Bs. An F is an unusual occurrence, and I would want to find out what happened so that we can get my child help.","I would feel like it’s my duty to help my child learn the math. I wouldn’t think I was a failure as a parent or that my child is a failure. It seems evident that this particular math lesson is confusing to him.","Enhancing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81",79,"I would tell her that it’s ok to get a bad grade. Now she knows that she needs to study more, and be better prepared for the next test.","I would think she needs to study more.","I would feel fine. This exact situation just happened with my child. It’s not a big deal. School should be about learning, not grades.","Debilitating",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82",80,"I would tell my daughter that she did her best but that we should look at what she missed and see if there is a pattern.  We would go over the questions and practice ones similar to the ones she missed and see if it gets easier for her. 
","I would be worried that either my daughter isn't a good judge of how well she's understanding the material or that the teacher gives really hard tests. 

Either way, we'd put a plan in motion and, if she didn't do well on future home work or tests, then I'd hire a tutor and speak to the teacher about the best strategy for mastering the work. ","I'd worry that I didn't pay enough attention when my daughter was doing her homework, that I had missed signs that she was struggling.","Enhancing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83",81,"I would ask my child if they are struggling in any area. I would then try to figure out why with them. I'd first see how they would do this, then I would offer how I do the same thing. After that, I would hope my child would pick up on the concept after practicing it, and I would explain why practice is necessary.","I would think my child is struggling, and it is absolutely normal for children to struggle with specific topics in school.","I would feel awful seeing them struggle.","Debilitating",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84",82,"Hello Jay, Please becareful","Scared","Proud","Enhancing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85",83,"We do a complete review of the homework and quizzes that were assigned to prepare for the test and identify what was the source of the errors.  We would then correct the error and take a retest to see if the problems are now clear. Rinse and repeat. ","See previous response","Concerned but determined","Enhancing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86",84,"I know you wanted to pass this test, but one failing test is going to be ok. If you study harder for the next one, you can return your grades to where they need to be. If you need a tutor we can get that for you.","That she is disappointed in herself and wants to pass. ","I would feel upset for her. ","Enhancing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87",85,"You did the best you could. Next time I will help you go over the material and make sure you understand it all. Sometimes you might fail but as long as you do your best that's all that matters. ","I would think that she just needs to put a little more effort into the work. ","I would feel sad for her but always proud. ","Enhancing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88",86,"That's alright! This test does not mean you failed or are doing a bad job. This test is to show me, the parent/teacher what you need help with. This is a great opportunity to look at these specific problems and see where we can improve on your math skills.","I would think that no matter what the child is smart. They could have had a bad day concentrating on their work. ","I wouldn't feel any type of way. I would provide support for the child and reassure them that a paper doesn't define how intellectual they are.","Debilitating",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89",87,"I would say let's figure out what happened, what was driving this outcome and see if what we can learn to do better next time.","that's a tough outcome","slightly as a failure but hopeful that I can help course correct","Enhancing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90",88,"I would respond in a way that depending on the learning style of the child.  I would be supportive, and try to understand what happed: was it the childs fault or the teachers fault of how the test was done.  ","It depends on the causes and why.  ","Failure is a part of life.  How we respond to it determines how we are.","Debilitating",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91",89,"I would encourage my child to study more. The score was indicative of her study habits.  There is always room to improve on the test score.","I think the rest was difficult and it may not be a reflection of her intelligence.","I would feel disappointed but am hopeful she will do better on the next test ","Enhancing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92",90,"Oh that must be disappointing. I know you felt you knew the material. Do you want to work with a tutor before the next test?","I would think she probably didn't know the material as well as she thought she did","I would not feel disappointed, because i had a hard time with math at that age.","Enhancing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93",91,"I'm really surprised that you failed because I know you felt like you understood the material and you studied hard! We need to figure out what happened. You or I should set up a meeting with the teacher to figure out what part of this you didn't understand or answer correctly. I know you are capable of learning this math!","I need to get involved to help my child get back on track so she can continue to be engaged and interested and not get too discouraged. There might be some kind of communication issue with this teacher. ","Concerned that my child will lose interest/stop liking the class if this isn't handled the right way.","Debilitating",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94",92,"I would tell her it's okay as long as we can learn from this. I will share with her that her father struggled with the quality of study tactics he used. He was a good listener & smart by nature so he did not think he had to review in great detail, but once the test came around he would panic & forget things. Myself on the other hand, I had to work very hard to get the good grades. I am not smart by nature so it took a lot of trial & error for me to find the best way to study for MYSELF. There is no one fits all study tactic & we have to just keep trying until we find what works for her. I also want to encourage her to lift her chin up, because she is smart & no one can take that away. Confidence is the key to making everything possible in life.","I would think this is normal & just try again. I have failed many times in life & I came out on top so I expect the same for my daughter.","Relieved that she is failing now instead of later. Some adults don't know how to cope with failure so this is the perfect opportunity to try.","Debilitating",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95",93,"I would try to approach the situation calmy. I would gather context to the situation and note that the child said they thought they did ok, and what they think happened between the time they took the test and after.  I would also speak with the teacher if I needed more insight. ","I would think that the child may be having a hard time in school and not sharing it with me or the teacher. ","I would feel upset that I am not aware of what is going on with my child and have an understanding for. ","Enhancing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96",94,"I would first and foremost reassure my daughter and tell her that it will be okay and that she shouldn't place her value in a graded math exam. I would tell her to view it as an opportunity to learn and grow from it. Perhaps it is the teaching method that is the issue. I would hire a tutor who would be able to help cater to her individual learning style and then encourage her that she will do better on her subsequent exam.","I would think that she would feel very disappointed, so I would want to make an effort to make sure that she doesn't feel too upset.","I wouldn't take it personally as a parent. I think it might have more to do with the test-taking environment and teaching method, which can be altered or accommodated. ","Enhancing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97",95,"I would say since he didn't do as well as he thought, let's go over the test and see what he missed. As well, let's go over the course material and find his areas of weakness so he can improve and pass the course.","I would be surprised. I wouldn't panic or be angry about one bad test. I would take it as a learning opportunity for my child.","I would feel disappointed but not concerned. I would see it as an opportunity for my child to study harder or more effectively and learn the material.","Enhancing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98",96,"Id say honey its best to study more so how about I give you a quiz on the material so you can learn what you may be week in.","Id feel bad but encourage my child to learn from this experience.","Sad but not hopeless","Debilitating",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99",97,"My dear daughter, I want you to understand that sometimes things happen that we are not happy with such as your score in the math test. I have discussed with you before that in life there are 2 options; you win or you learn. First and foremost you must always remember that your mother and I love you unconditionally, and nothing will ever change that. We know that you are the most beautiful and smartest daughter in the world. I would like you to take this experience as a learning opportunity, we will review the expectations of your teacher and go over the material again so that you will be better prepared for the nest test. It is ok, but we must learn and move forward. ","My daughter did not accurately assess the math test and her performance in it. I would immediately think that as a parent I need to spend more time with my daughter doing homework or reviewing the work done in school every day.","I would feel that in some way I failed my child by not being attuned to exactly how well she was doing in understanding the concepts taught in math at school.","Debilitating",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100",98,"I would ask my child, what specific part of the math material do you feel like you struggled with the most? I would also say, in life you are going to struggle and even fail sometimes, but it's about making the proper adjustments in the future to prevent this from happening again and utilizing this as a learning lesson is what's most important.","Initially, I would think that they didn't study properly. If this continued to occur and I noticed my child was studying properly at some point I would question their competency in mathematics.","The only thing I would feel as a parent is concerned and that is really it.","Debilitating",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101",99,"I would tell my daughter that one test won't define how she will do in the class. I would encourage her to talk to get teacher to see how she got so far off from how she thought she did on the exam. I would also encourage her to see if there was anything she could do for extra credit in the class. I would tell her not to dwell on the score and to try to do better on the next one. ","I would think there was material that she didn't understand fully. I know she would learn from the bad grade. ","I would feel a little sympathy for her. I would feel a little of her disappointment because I know her grades are important to her. I would also feel optimistic for the opportunity to do better in the future. ","Enhancing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102",100,"OK. So, let's take a look. How did you study for this test? Did you understand the material? What method did you use? Why don't we study for this test again? This time we will create a study plan together and figure out what works. Then we'll try this test again just you and I.","I would think that they either didn't understand the material or didn't test themselves on the material without notes.","I would feel empathetic, and I'd wish I had checked on their study progress.","Enhancing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103",101,"It’s ok you gave it your best shot. What parts of the test do you think that you had done the best on. ","I would be thinking about using a strategy to figure out what things need the most attention for my child. ","I would feel like that as long as I support my child and guide them to do their best that I am effectively doing my job. ","Debilitating",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104",102,"I know you thought the math test was alright. Are you surprised by the grade you got? Can you think of any reason why you would have gotten that grade. How do you feel about it?  (If the child was upset I might add the following: You know it’s only a test and a test does not measure your worth. To me it’s more important that you do the schoolwork, and if you’re not doing well it in, then we can look  at why and try to come up with a plan that works for everyone involved. ","I would want to know if the whole class did so poorly, and if so I would be more concerned about the teacher. If this was not the case, and my child did much worse than everyone else that I can, then I would wonder whether they might have some sort of learning disability in regards to math, and then I want to explore this more with professionals.","I’d feel concerned.","Debilitating",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105",103,"Let's take a look at the test and see if we can figure out what you do and don't understand. What do you think is confusing & which parts make sense to you?","I would wonder if my child needed to find other explanations of the subject - there are different ways to think about math & not everyone understands things the same way. It's worth talking with them to see how they think about the math questions.I would not just let it go, we would talk about it.","I would be worried that they thought they understood something but were unable to show that on the test.","Enhancing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106",104,"Sometimes test results are an indication of our knowledge of a subject. Sometimes test results are an indication of the effort we made in studying for the test. Or, it can be a combination of both. What do you believe happened in this case? Are you satisfied with your grade? Do you want to get a different grade next time? If so, what could you do to try to change this grade?","I would think that maybe my child had been over confident and didn't put as much effort as she might have on studying. Or, maybe she didn't understand the material. I'd see how she did on the next text, and how that effected her, and see if she needed some additional help. I'd also tell her that failure is a good thing because it teaches us that we don't always know everything. That we can learn from it. I'd want to make sure she understood this.","I'd feel bad for her. I'd want to help her deal with getting an ""f"" and what that might mean to her. To me, I see it as a problem to be solved in some way. Either by framing it in her mind as a motivational tool, or as seeking out solutions on how to better understand the material.","Debilitating",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107",105,"I would tell my child that it is okay and that we can go over the areas that need improvement. I would encourage them to look at it as a good thing because they can always succeed when they figure out the area they need help in.","I would be supportive and not try to make a big deal out of it. Nobody is perfect.","I would feel sad for my child but I would be a supportive parent.","Enhancing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108",106,"I would encourage my child and tell her that she sounded like she tried really hard. I would ask if I could help her with her notes or studying in the future. I would ask if she understood the rest and see what others made. I would do whatever I could to make her feel better and then come up with a plan to help her moving forward. ","I would think maybe she needs help with more note taking or studying. That doesn’t always come easy
To people. I would help her with resources to support her. ","I would be sad my child was upset and empathetic. I would see how I could better help and sipper my child going forward. ","Debilitating",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109",107,"Wow, that's got to be disappointing. Would you like me to go over the test with you and help you see how you could have done better? Maybe there are some things that you don't quite understand that we can work on. It's not true that some people just aren't good with math. Most people, and you too, can understand it. It's not magic; it's just looking at things in a certain way.","I would be concerned. I'd want to understand what the gap is. I'd thing there were some basic misunderstandings about math that we need ot get to the bottom of.","Disappointed but supportative. Concernded about how this is going to affect the child. Wanting to make her feel batter but at the same same determined to tackle the problen.","Debilitating",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110",108,"I would go over it with her and ask what did she feel like she understood but ended up getting wrong. I'd ask how her classmates did overall because it could be that the test went poorly for everyone. ","It depends on her answer what I would think. If everyone did bad and she feels she tried her hardest then there isn't much else we can do. I would go over the work and see what she could improve on. if she doesn't want to go over the test then I'd probably be disappointed, but if she thinks she did her best truly then I definitely wouldn't be disappointed. All we can ask is that they try their best. ","It depends on if she tried her best. She said she thought it went well so if she breezed through it and doesn't want to figure out what went wrong I'd be disappointed. I'd definitely encourage her a lot more to study better in the future. ","Enhancing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111",109,"I would ask if they tried their best. if they did then they need to bring home the material so we can go over it together. They need to let their teacher know they do not understand the material and ask for extra help. It's not the end of the world.","That they tried their bestt and need a little more help to understand it. ","Proud of my kid for trying their best","Enhancing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112",110,"I would tell my child to talk to the teacher and see where things went wrong. My child can ask the teacher for clarification on anything confusing and ask if the teacher can go over that material again. I would encourage my child to learn from their failure.","I think that my child can learn form this failure if they are willing to do the work to follow up.","I would be disappointed that they failed but would tell them to use this as a learning experience.","Enhancing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113",111,"I would be understanding. I would not make my child feel bad. Math is hard and public school does not allow for much individual attention. I would  get her book and find youtube videos and review worksheets to try and help her. I learn the material myself and help her learn it. It's what I do with my own child now, but we home school. We work on our own schedule and try to master topics before we move on","I would think my child needs more help and I would give it to them, even if I had to hire help. I know my child is able to learn and we just have to find the way it clicks in their head. ","I am not going to feel bad, that is not how we operate around here. I would be determined to help my child. My son was in public school in kindergarten and first grade. He went to a public school program the was an immersive spanish program. It was way too much for him to learn a second language and learn phonics at the same time. He wasnt doing that badly, but he was not excelling and I felt hopeless. I didnt know what to do. I wanted to pull him out, his dad wanted him to stay. The school kicked him out and 2-4 grades he did well in pubic school. We moved during the pandemic and he ended up at a new school doing online school for the first half of the year and learned nothing. I know he wasnt the only kid in that situation. We deciced to home school 5th grade, we are on our second year and love it. ","Enhancing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114",112,"""Honey, were you cheating in math,"" I'd ask first.
Then: ""Sweetie, we need to work on your grades. No more games or TV until you get an A, okay?""
If she protests, I'd say, ""Well, I care about you, darling. I don't want you to fail. Let's not make a scene. Dad will need to know about this.""","I would inwardly suspect my child of cheating. I'd be upset and angry.","I'd worry for my child's grades.","Enhancing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115",113,"I would tell my child that it is ok. One test does not define their knowledge. I would have my child look over the test to see where they had errors and together we would try to solve the problems correctly so that they knew the solution for next time. Then I would let them know that I love them and tell them how proud I am of them. I would make sure that they knew that just because you get an F on one test doesn't mean that they failed at anything.","I would think all the same things I just told my child. One test does not define anyone's intelligence. Tests are a very outdated way to show that a child has learned or retain information. Kids today have way too much pressure put on them and we need our kids to be able to be kids for as long as possible. Some kids are not good at taking tests no matter how much they know about the subject. Tests in school need to be done away with. Its a ridiculous form of learning.","I would feel awful for my child. Its hard when someone tells you that you have failed at something. It messes with your mind and it sticks with you. I would feel like it was my job to lift them back up. And let them know that I believe in them and their abilities. ","Enhancing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116",114,"It's okay that you didn't do as well as you thought you did. Sometimes life is like that. I often underprepare for many things I do. The important thing is that we learn from the mistakes we make and carry on.","I would think my child is great and will do better next time.","I would feel proud in her ability to believe she had it under control and I wouldn't want to squash that in her.","Enhancing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117",115,"Sweetheart, I can imagine you might be feeling disappointed right now. First off, I want you to know that it's okay not to get everything right on the first try. Everybody faces challenges, and this test is just a stepping stone for you to learn and grow. Let's sit down together and go over the test. We can look at the questions that were confusing and figure out what we can do differently next time. Maybe we can schedule some extra study time or even reach out to the teacher for clarification. Remember, it's not about the grade; it's about the effort you put in and what you learn along the way. I believe in you, and we'll work through this together.","That's tough. I'd be pretty disappointed, but hey, we've all been there. Gotta reassure my kid that one test doesn't define everything. We'll figure out what went wrong, maybe hit up the teacher for extra help or find some cool online resources. It's all about bouncing back.","I would be disappointed but won't discourage my kid","Debilitating",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118",116,"I would tell them that it is ok and not to feel bad about it because they studied and did the best that they could. Then I would make sure that there weren't any other problems that were stopping them from learning.","I would think that maybe they could use some extra outside help from a tutor.","I would feel bad that my child was upset but I would feel like I could help.","Debilitating",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119",117,"54? That's not the end of the world. Tests can be tough, and everyone has off days. Let's sit down, review what went wrong, and figure out a game plan to tackle the next one. Maybe some extra study sessions or finding different ways to understand the material. You got this!","Whoa, a 54? That's a bummer, but grades aren't everything. I'd tell my kid not to stress too much about it. We'll sit down, see where things got tricky, and work on a game plan for the next one. Maybe we can make studying more fun or find a study group.","I will feel very sad but will encourage him to do better","Enhancing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120",118,"I would comfort my child and assess what caused the failure on the test. If the cause is subject related, I would encourage asking the teacher for extra help or makeup work to bring her grade up. If the mistakes were careless or minor mistakes, I would encourage my child to take their time on the next test and double check their work.","I would think the failure exposed something which is lacking in either my child's understanding of the subject, or test taking ability.","I would feel responsible for identifying what caused the failure, and how to avoid repeat failures.","Enhancing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121",119,"I would say that it was ok and she shouldn't feel bad,but that she needs to study more for the next tests","That she needs to study more and that she felt disapointed","I would feel ok","Enhancing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122",120,"I would encourage my child that they did their best, but in the future to try a different study method. Quiz themselves to make sure the material is being retained.","I would think they tried but could have taken more time to study.","I would feel that they need more support and encouragement. ","Enhancing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123",121,"I would ask my child if her teacher said anything to her about her test score. I would tell my child that we are going to meet with her teacher to see how she can Get help with her math. I would ask her teacher how much does that test weigh on her class grade. I would ask for a study guide, so I could help my child with her math. I would ask for tutoring for my child.","I will work with my child to improve her learning in math.","I would feel concerned.","Enhancing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124",122,"I would say that sometimes this happens.  The best thing we can do is try to learn from what happened.   What did you do to study?  How can we change this study habit for the next test?  Is there anything on this test that you missed and still don't understand?  What should we do about the things that we don't understand on this test?  How can I help you with studying?  Do you need reminders or do you need more supplies?  Can you get a practice test or can we make you a practice test for next time?  I would ask some or all of these questions depending upon how my child was responding to them.  If they got super emotional we'd take a break and readdress the test once they had calmed down.  ","I would think that they might have gotten over confident and not realized how important studying is even if you feel like you know the subject.  I also might think that they might have choked on the test.  That would depend on if they know the subject when talking with me or if they normally get the questions right when the pressure of a test isn't there.  I would be thinking that I'd want to comfort them and reassure them that this is just one test and that the best thing is to just learn from it.  ","I would feel a little sad if they were upset about it.  It really depends on how they would handle it.  I think I'd also feel a call to action to really help them understand what went wrong and help them come up with their own plan for next time.","Debilitating",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125",123,"What part of the math test are you not understanding? We can review and try out find out why you got the answer wrong so you can do better on your next test.  Its ok I know you studied for this. There is just something missing that you are not grasping. You will get it.","I would think that my child was missing key points to the math lesson for this test. We would need to review or just get extra help, ask more questions to understand what information is not be understood.","Sad that my child studied and didn't get the grade they thought they would get. But motivated to help them figure out what they did wrong.","Debilitating",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126",124,"I think you need to work a little harder and do more studying next time.  If you need help I am always here and I'm sure your teacher would work extra with you as well.","I would be slightly upset and hope he would work a little harder next time","I would feel I might need to work more with him and pay attention to what he is doing school wise","Enhancing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127",125,"I see that you didn't pass your test. It's really important that you study harder and if you are struggling with something make sure you speak up and ask questions. You can do better on the next test. Just use this as a learning experience and review it to see which areas you need to focus on in order to do better next time. I would also like you to take more time to study for your future tests. ","I would think that my child has room to learn and grow. I would think that they should spend more time studying and that they should be asking more information if they don't understand something.","I would feel good as a parent because I didn't get upset with my child. I was patient and concerned and I supported my child's effort and encouraged them to study harder and ask questions. ","Enhancing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128",126,"I would ask the child if they were able to get a copy of the test so we could review and see where the issues were. I would talk about going over a different procedure in studying to see if there might be a better way to study the next time. I would let the child know that it is ok to get answers wrong because that is how we learn by making mistakes. ","Think about what? What would you think ? I would think that my child is not studying properly. ","I would feel like I need to ask if they want some help. ","Debilitating",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129",127,"I would sit down and tell her that it's okay to fail sometimes. Not everyone is good at everything. For your next test, I'll help you study so you can have some feedback in whether you understand the test material or not. I know you tried your best, and I bet you'll do better next time. I love you.","I would think that I'd want to keep an eye on her studying and test scores. I would plan to study with her and see if there's a difference in how well she knows the material when she studies with me, and how well she tests, as it could show something she needs accommodations for, like testing anxiety.","I would feel that it's time for me to take a more active role in her studying time to make sure she'll doing well in her schooling.","Debilitating",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130",128,"I would say, ""You studied for this and thought you would do well. Let me see what problems you got wrong."" I would try to help my child analyze what she did wrong so she can do better.","I would think that my child thought they understood the math but really didn't.","I would feel like I need to help my child succeed, even if that meant hiring a tutor.","Debilitating",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131",129,"I wonder what happened. Maybe you didn't understand it as well as you thought you did? Maybe you didn't study the right things? My first college history test, I knew all the dates of events and the major characters because that's what the high school history teacher always asked. But I didn't do very well on the test because this teacher was only interested in the social consequences of the events. Did something like that happen here? Let's see if we can figure out what went wrong and fix it so you do better next time.","I would think that we needed to see if we can do better.","I would wonder if we needed to get tutoring. I feel like I was never good at math either so I certainly won't be of much help.","Enhancing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132",130,"I would ask if the teacher took time to explain and try to help at the part that confuses my child. ","The American school system is frustrating. All people have a different way of learning and processing information. The teachers will send home reports and tons of homework which is overwhelming for the child/children. It creates a tension in the home when it comes to the school work. The teachers are making your child feel behind and dumb when they are pushing and cramming information with high expectations. Within your household is arguing and fighting over the homework and the grades. Yes, young people can soak information up like sponges but everyone is just different. The school system is too much pressure and testing on a bunch of things that are not needed in the future.","Left out.","Enhancing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133",131,"it's ok you'll do better next time you just need to study hareder and whatever you're not sure about like the ones on the test let your teacher know that you understand those ","i would think awe poor kid ","bad for my child ","Enhancing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134",132,"I would console my child first.  I would encourage him to study more and retake the test.","I would think he hadn't studied enough, even though he'd spent a respectable amount of time studying.  Some people retain information quicker than others so some may require longer study times.","Id feel sorry for my son ","Enhancing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135",133,"Can we talk about why this happened? Are you understanding the material and the math as a whole or not? Get your math book please, we are going to look at this right now and make sure you know how to do these problems. If not, I'll be talking to your teacher and looking into getting you a tutor. Please make me understand why this happened. ","That I needed to get to the bottom of it before the problem got any worse. I wouldn't jump to conclusions, but would wait to see what was going on.","Worried that my child may have a learning disability.","Debilitating",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136",134,"Yes, you got an F. Maybe you can study a little harder next time. And let's look at this as an opportunity to go over the problems you got wrong and work through them. Maybe with some extra help you will be able to understand what you did wrong. I can't ask for anything more than for you trying your best. ","Knowing they thought they did really well, but in reality, failed the test would make me feel sad for them. My kids would be very upset.","I would be upset if they didn't study, but if they did study and thought they did well, It would make me feel sad for them.","Debilitating",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137",135,"First off, I would offer my child support. I would make it clear that there is no disappointment and/or rejection coming from me. Then I would offer help to try to understand why it happened. The child liked the class, studied, and thought they did well. What went wrong? What can be improved? I would try to figure it out together with my child.","I would think that my child must have misunderstood some parts of the class and needs help to get it right.","If the child is sad, I would feel sad as well.","Enhancing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138",136,"I would say something like. We all fail sometimes. In fact it’s great to fail, if you learn from it. Learning may be, learning the lesson of needing to spend more time studying, or paying more attention to the lessons. Learning may be that even when we think we know something, we may not.","I would think she probably needs to review things and ask questions.","I would feel sad for her, because she’s not use to getting this low grade. But hopeful she will bounce back.","Enhancing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139",137,"I'd tell her something like that I acknowledge her efforts studying the material trying to understand and make good grades. Then I would probably talk about my childhood and during the difficult class that I took and made close to F. 

I'd suggest Teacher/parent conference and seek teacher's assistance and suggestions at the school. At the meantime, I also will take her to Tutoring if she wants to cover somethings that she can't at school. 

I would encourage her to ask questions if she's not sure, anytime. ","I think these failures happen to anybody and anywhere, young and old. I think my kid needs to learn something from the failures and use it for her future, she can only learn from her own experiences. Resilience is the key. I want to stress this out though, this failure is not the end of the world. As long as she tries, there are something she can still learn and do. ","Sad of course because I saw her effort studying the test material. She felt ok about her studying and prepping for the test. But again, in life, these things happen - it's okay to fail sometimes. Everybody does. I really want her to hear me out when I explain those things. It's okay.","Debilitating",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"140",138,"I absolutely would just encourage my child to study harder next time and tell them that everyone has slip ups sooner or later. Experiencing setbacks is absolutely part of life and it is something that represents itself as something to learn from rather than get discouraged about. We always have the opportunity to pick ourselves up from where we left off and continue to learn more so that next time we are met with the same challenge, we can hopefully overcome that challenge because we were better prepared this time around. I would tell my child that it is perfectly acceptable not to be perfect and that they will do better on the next test without a doubt.","I would think that minor setbacks in life are absolutely normal and that even though my child said that she thought that the test went OK, but clearly some additional studying needs to be completed in the future, which is perfectly acceptable. It is perfectly okay that some of the questions were confusing and I can absolutely relate to this as well. I would think that I would like to spend more time with my child and I would like to help them study in the future.","I would feel perfectly fine as a parent and I would relate to my child in the way that sometimes life is extremely confusing, especially during times of education when questions can come as somewhat of a surprise even though the material was studied. There are definitely concepts in school that inspire a lot of confusion.","Debilitating",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141",139,"I would say to my child, that failing is not something bad but how to react to it determines the response. I would encourage my child to keep o learning and that one day eventually, things will go well. Child like to be pampered even if they fail and that gives them a boost to do even better the next time. My reactions would be positive.","I would think that my child needs more training and not chastise my child. ","Though as a parent, we want our children to excel but i would feel very much ok.","Debilitating",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
